0,1.05409,1.05409,1.05409,1.05409,1.05409,1.05409,1.05409,1.05409,1.05409,0
0.274976,0.824929,1.03478,1.11438,1.14332,1.15056,1.14332,1.11438,1.03478,0.824929,0.274976
0.346068,0.742438,0.993946,1.12638,1.18657,1.20356,1.18657,1.12638,0.993946,0.742438,0.346068
0.358912,0.706411,0.965848,1.12752,1.21138,1.2369,1.21138,1.12752,0.965848,0.706411,0.358912
0.356756,0.686719,0.948499,1.12663,1.22647,1.25825,1.22647,1.12663,0.948499,0.686719,0.356756
0.351827,0.67439,0.937777,1.12574,1.23596,1.272,1.23596,1.12574,0.937777,0.67439,0.351827
0.347334,0.666216,0.931002,1.12515,1.24206,1.28092,1.24206,1.12515,0.931002,0.666216,0.347334
0.343891,0.660696,0.926629,1.12481,1.24606,1.28674,1.24606,1.12481,0.926629,0.660696,0.343891
0.341419,0.656953,0.923761,1.12462,1.24869,1.29058,1.24869,1.12462,0.923761,0.656953,0.341419
0.339694,0.654415,0.921862,1.1245,1.25045,1.29312,1.25045,1.1245,0.921862,0.654415,0.339694
0.33851,0.652697,0.920595,1.12444,1.25162,1.29481,1.25162,1.12444,0.920595,0.652697,0.33851
0.337702,0.651537,0.919747,1.1244,1.25241,1.29595,1.25241,1.1244,0.919747,0.651537,0.337702
0.337154,0.650753,0.919179,1.12437,1.25294,1.29671,1.25294,1.12437,0.919179,0.650753,0.337154
0.336783,0.650224,0.918797,1.12436,1.25329,1.29722,1.25329,1.12436,0.918797,0.650224,0.336783
0.336533,0.649868,0.918539,1.12435,1.25353,1.29756,1.25353,1.12435,0.918539,0.649868,0.336533
0.336364,0.649627,0.918366,1.12434,1.25369,1.29779,1.25369,1.12434,0.918366,0.649627,0.336364
0.33625,0.649465,0.91825,1.12434,1.2538,1.29794,1.2538,1.12434,0.91825,0.649465,0.33625
0.336174,0.649356,0.918172,1.12433,1.25387,1.29805,1.25387,1.12433,0.918172,0.649356,0.336174
0.336122,0.649283,0.918119,1.12433,1.25392,1.29812,1.25392,1.12433,0.918119,0.649283,0.336122
0.336087,0.649233,0.918083,1.12433,1.25396,1.29816,1.25396,1.12433,0.918083,0.649233,0.336087
0.336063,0.6492,0.918059,1.12433,1.25398,1.2982,1.25398,1.12433,0.918059,0.6492,0.336063
0.336048,0.649177,0.918043,1.12433,1.25399,1.29822,1.25399,1.12433,0.918043,0.649177,0.336048
0.336037,0.649162,0.918032,1.12433,1.254,1.29823,1.254,1.12433,0.918032,0.649162,0.336037
0.33603,0.649152,0.918025,1.12433,1.25401,1.29824,1.25401,1.12433,0.918025,0.649152,0.33603
0.336025,0.649145,0.91802,1.12433,1.25402,1.29825,1.25402,1.12433,0.91802,0.649145,0.336025
0.336022,0.649141,0.918017,1.12433,1.25402,1.29825,1.25402,1.12433,0.918017,0.649141,0.336022
0.336019,0.649137,0.918015,1.12433,1.25402,1.29826,1.25402,1.12433,0.918015,0.649137,0.336019
0.336018,0.649135,0.918013,1.12433,1.25402,1.29826,1.25402,1.12433,0.918013,0.649135,0.336018
0.336017,0.649134,0.918012,1.12433,1.25402,1.29826,1.25402,1.12433,0.918012,0.649134,0.336017
0.336016,0.649133,0.918011,1.12433,1.25402,1.29826,1.25402,1.12433,0.918011,0.649133,0.336016
0.336016,0.649132,0.918011,1.12433,1.25402,1.29826,1.25402,1.12433,0.918011,0.649132,0.336016
0.336016,0.649132,0.918011,1.12433,1.25402,1.29826,1.25402,1.12433,0.918011,0.649132,0.336016
0.336015,0.649132,0.91801,1.12433,1.25402,1.29826,1.25402,1.12433,0.91801,0.649132,0.336015
0.336015,0.649131,0.91801,1.12433,1.25402,1.29826,1.25402,1.12433,0.91801,0.649131,0.336015
0.336015,0.649131,0.91801,1.12433,1.25402,1.29826,1.25402,1.12433,0.91801,0.649131,0.336015
